DAY,TIME,WEATHER,INTERSECTION
2,2300,A,ANAHEIM ST_CHERRY AV
2,1220,A,PACIFIC COAST HWY_2ND ST
2,811,B,7TH ST_WALNUT AV
2,1655,A,ANAHEIM ST_REDONDO AV
3,1451,A,LONG BEACH BL_WARDLOW RD
3,1257,A,7TH ST_BELLFLOWER BL
3,744,B,PACIFIC COAST HWY_HARBOR AV
3,752,A,7TH ST_REDONDO AV
4,730,B,PACIFIC COAST HWY_CHERRY AV
4,1950,A,REDONDO AV_ANAHEIM ST
5,930,A,CHERRY AV_10TH ST
5,1943,A,ANAHEIM ST_PACIFIC AV
5,2119,A,WILLOW ST_PACIFIC AV
6,1436,-,REDONDO AV_ANAHEIM ST
7,1530,B,ANAHEIM ST_ORANGE AV
1,1055,A,ATLANTIC AV_MARKET ST
1,1655,A,ANAHEIM ST_ALAMITOS AV
1,828,A,ANAHEIM ST_ATLANTIC AV
2,104,B,ANAHEIM ST_WALNUT AV
2,810,A,LONG BEACH BL_WARDLOW RD
3,1845,A,PACIFIC COAST HWY_LEMON AV
3,1615,A,ANAHEIM ST_ORANGE AV
3,1142,A,LONG BEACH BL_WARDLOW RD
3,1321,A,ANAHEIM ST_WALNUT AV
4,2030,B,CHERRY AV_WARDLOW RD
4,946,A,7TH ST_PARK AV
4,1846,A,WILLOW ST_PACIFIC AV
5,828,A,PACIFIC COAST HWY_ORANGE AV
6,2140,A,LONG BEACH BL_20TH ST
1,1430,A,7TH ST_PACIFIC COAST HWY
1,1840,A,ANAHEIM ST_OREGON AV
1,1554,A,CARSON ST_CLARK AV
2,1455,A,LONG BEACH BL_WARDLOW RD
2,750,A,CHERRY AV_SOUTH ST
3,1000,A,PACIFIC AV_WILLOW ST
3,1635,A,WILLOW ST_PACIFIC AV
3,1750,A,PACIFIC COAST HWY_OBISPO AV
3,1350,A,LONG BEACH BL_PACIFIC COAST HWY
4,253,A,PACIFIC COAST HWY_7TH ST
4,1905,A,ATLANTIC AV_WARDLOW RD
4,1350,B,PACIFIC COAST HWY_ATLANTIC AV
6,1650,A,PACIFIC COAST HWY_OBISPO AV
6,1025,A,7TH ST_CHANNEL DR
1,1812,A,DEL AMO BL_CHERRY AV
1,835,A,7TH ST_PARK AV
1,739,A,PACIFIC COAST HWY_PACIFIC AV
2,1925,A,7TH ST_ATLANTIC AV
3,1242,A,PACIFIC COAST HWY_LONG BEACH BL
4,926,A,ANAHEIM ST_MAGNOLIA AV
5,2010,A,CHERRY AV_SOUTH ST
6,1930,A,ANAHEIM ST_ATLANTIC AV
7,659,A,SOUTH ST_DOWNEY AV
1,1705,A,7TH ST_CHERRY AV
2,1552,A,SPRING ST_PALO VERDE AV
3,1535,A,LONG BEACH BL_SPRING ST
3,1704,A,PACIFIC COAST HWY_HARBOR AV
3,2129,A,PACIFIC COAST HWY_STUDEBAKER RD
4,915,A,7TH ST_OLIVE AV
5,1521,A,7TH ST_ORANGE AV
7,810,B,7TH ST_WALNUT AV
7,1429,A,PACIFIC COAST HWY_ORANGE AV
7,1305,B,ANAHEIM ST_ORANGE AV
1,1036,-,PACIFIC COAST HWY_WALNUT AV
1,1315,A,7TH ST_OLIVE AV
2,1911,A,CHERRY AV_PACIFIC COAST HWY
2,735,A,ANAHEIM ST_ATLANTIC AV
4,1740,A,PACIFIC COAST HWY_2ND ST
4,1621,A,7TH ST_XIMENO AV
5,2342,C,7TH ST_LONG BEACH BL
5,1210,A,PACIFIC COAST HWY_STUDEBAKER RD
6,2000,A,PACIFIC COAST HWY_LONG BEACH BL
6,1210,A,7TH ST_WALNUT AV
7,2142,A,7TH ST_XIMENO AV
7,830,-,6TH ST_ATLANTIC AV
1,1445,C,7TH ST_PACIFIC COAST HWY
1,2252,B,7TH ST_WALNUT AV
2,1019,A,6TH ST_ATLANTIC AV
2,1725,A,LONG BEACH BL_10TH ST
3,1725,A,PACIFIC COAST HWY_2ND ST
4,815,A,7TH ST_CHERRY AV
4,1738,A,7TH ST_OBISPO AV
4,1541,A,PACIFIC COAST HWY_CHERRY AV
5,1415,A,PALO VERDE AV_STEARNS ST
5,756,A,CHERRY AV_10TH ST
6,1220,A,WILLOW ST_LONG BEACH BL
6,1644,A,BROADWAY_CHERRY AV
7,1940,A,ANAHEIM ST_ALAMITOS AV
7,1330,C,PACIFIC COAST HWY_SANTA FE AV
1,1810,A,ANAHEIM ST_PACIFIC AV
1,1742,A,LONG BEACH BL_20TH ST
2,1930,B,LAKEWOOD BL_SPRING ST
2,555,-,LONG BEACH BL_WARDLOW RD
3,703,A,PACIFIC COAST HWY_LONG BEACH BL
4,2145,A,7TH ST_PARK AV
4,730,A,PACIFIC COAST HWY_WALNUT AV
4,805,-,REDONDO AV_7TH ST
5,1239,A,ATLANTIC AV_SPRING ST
5,1636,A,2ND ST_MARINA DR
5,334,A,PACIFIC COAST HWY_CHERRY AV
6,1722,B,PACIFIC COAST HWY_HARBOR AV
6,2205,B,WILLOW ST_EASY AV
6,231,A,LAKEWOOD BL_WILLOW ST
6,1015,A,SANTA FE AV_WILLOW ST
6,1825,B,OCEAN BL_LINDEN AV
7,1745,A,ANAHEIM ST_PACIFIC AV
1,1527,-,DEL AMO BL_CHERRY AV
2,605,A,LAKEWOOD BL_WILLOW ST
2,929,A,ANAHEIM ST_WALNUT AV
4,1831,A,6TH ST_ATLANTIC AV
5,2056,A,PACIFIC COAST HWY_2ND ST
5,634,B,WARDLOW RD_PACIFIC PL
5,1204,A,BELLFLOWER BL_STEARNS ST
5,1601,B,ATLANTIC AV_WILLOW ST
5,652,A,WILLOW ST_LONG BEACH BL
7,730,A,ANAHEIM ST_TEMPLE AV
7,1636,A,REDONDO AV_ANAHEIM ST
1,1527,A,OCEAN BL_LINDEN AV
2,1102,A,PACIFIC COAST HWY_ATLANTIC AV
3,1327,A,ATLANTIC AV_SOUTH ST
3,1435,A,PARAMOUNT BL_SOUTH ST
4,1845,A,SPRING ST_PALO VERDE AV
4,1300,A,2ND ST_MARINA DR
5,2500,A,BROADWAY_CHERRY AV
5,1505,A,PACIFIC COAST HWY_ANAHEIM ST
6,1604,A,7TH ST_BELLFLOWER BL
6,1314,-,7TH ST_CHANNEL DR
1,1231,A,PALO VERDE AV_WOODRUFF AV
2,925,A,7TH ST_PARK AV
2,1354,A,BROADWAY_CHERRY
4,335,E,TRAFFIC CIR_PACIFIC COAST HWY
4,1100,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
4,719,B,PACIFIC COAST HWY_WALNUT AV
5,1124,A,WILLOW ST_ATLANTIC AV
5,835,A,DEL AMO BL_LONG BEACH BL
6,26,A,SANTA FE AV_WILLOW ST
7,1928,C,LONG BEACH BL_20TH ST
7,1554,B,PACIFIC COAST HWY_HARBOR AV
1,1224,A,7TH ST_CHANNEL DR
2,1520,A,SPRING ST_PALO VERDE AV
3,1222,A,SOUTH ST_PARAMOUNT BL
4,830,B,PACIFIC COAST HWY_SANTA FE AV
4,1708,B,ANAHEIM ST_WALNUT AV
4,1723,A,PACIFIC COAST HWY_PINE AV
4,1718,B,PACIFIC COAST HWY_OBISPO AV
5,2050,A,LONG BEACH BL_ANAHEIM ST
6,1442,A,7TH ST_REDONDO AV
7,1327,C,REDONDO AV_7TH ST
7,1319,C,STUDEBAKER RD_WILLOW ST
7,1421,C,PACIFIC AV_WILLOW ST
1,1815,A,ANAHEIM ST_ATLANTIC AV
3,921,A,LAKEWOOD BL_WILLOW ST
3,900,A,WARDLOW RD_LONG BEACH BL
4,2256,A,ORANGE AV_PACIFIC COAST HWY
4,1052,A,CHERRY AV_WARDLOW RD
5,933,A,ATLANTIC AV_WARDLOW RD
5,1724,A,ATLANTIC AV_WILLOW ST
5,1319,A,PACIFIC COAST HWY_TERMINO AV
5,1451,A,7TH ST_CHANNEL DR
6,1229,A,SOUTH ST_DOWNEY AV
7,2,C,BELLFLOWER BL_ANAHEIM RD
7,1957,A,7TH ST_ATLANTIC AV
1,1620,A,ANAHEIM ST_TEMPLE AV
2,1445,C,SOUTH ST_DOWNEY AV
2,1112,C,BELLFLOWER BL_STEARNS ST
2,1253,C,ATLANTIC AV_10TH ST
2,1842,A,PACIFIC COAST HWY_SANTA FE AV
3,1115,B,REDONDO AV_7TH ST
3,1145,A,PACIFIC COAST HWY_ORANGE AV
3,1600,B,ATLANTIC AV_WARDLOW RD
5,1356,A,PACIFIC COAST HWY_OBISPO AV
5,857,A,7TH ST_PARK AV
6,1435,A,7TH ST_CHANNEL DR
6,2059,A,ATLANTIC AV_WILLOW ST
6,1401,A,ANAHEIM ST_LONG BEACH BL
6,1430,A,WILLOW ST_ATLANTIC AV
1,830,B,OCEAN BL_LINDEN AV
2,1240,A,CARSON ST_CLARK AV
2,1550,A,ANAHEIM ST_ATLANTIC AV
2,1702,A,WILLOW ST_EASY AV
4,820,A,ANAHEIM ST_CHERRY AV
5,1239,A,SOUTH ST_DOWNEY AV
5,1244,C,ATLANTIC AV_SPRING ST
1,1228,A,PACIFIC COAST HWY_PINE AV
1,1642,A,CHERRY AV_PACIFIC COAST HWY
1,1704,A,TRAFFIC CIR_PACIFIC COAST HWY
2,1525,A,LONG BEACH BL_MARKET ST
3,1030,A,LONG BEACH BL_10TH ST
4,25,A,REDONDO AV_ANAHEIM ST
4,1147,A,LONG BEACH BL_PACIFIC COAST HWY
4,1150,A,LAKEWOOD BL_WILLOW ST
5,257,A,DEL AMO BL_LONG BEACH BL
5,1523,A,PARAMOUNT BL_SOUTH ST
5,1244,A,7TH ST_ATLANTIC AV
7,1250,A,7TH ST_BELLFLOWER BL
1,20,A,PACIFIC COAST HWY_PACIFIC AV
1,1510,A,OCEAN BL_LINDEN AV
1,1517,A,LONG BEACH BL_WARDLOW RD
2,1230,A,WARDLOW RD_PACIFIC PL
5,1220,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
5,1422,A,ANAHEIM ST_ATLANTIC AV
6,1302,A,PACIFIC COAST HWY_TERMINO AV
6,1732,A,ANAHEIM ST_OREGON AV
7,1345,A,7TH ST_BELLFLOWER BL
7,1720,A,PACIFIC COAST HWY_TERMINO AV
7,2225,A,DEL AMO BL_CHERRY AV
1,2050,A,TRAFFIC CIR_PACIFIC COAST HWY
2,1515,A,7TH ST_WALNUT AV
2,1820,A,PACIFIC COAST HWY_LONG BEACH BL
3,810,B,WARDLOW RD_LONG BEACH BL
3,1539,A,PACIFIC COAST HWY_2ND ST
4,1224,A,ORANGE AV_PACIFIC COAST HWY
4,309,A,DEL AMO BL_LONG BEACH BL
4,1627,A,DEL AMO BL_CHERRY AV
5,735,A,OCEAN BL_PINE AV
5,1954,A,ANAHEIM ST_REDONDO AV
6,2113,-,ATLANTIC AV_WILLOW ST
7,300,A,LONG BEACH BL_ANAHEIM ST
1,2202,A,7TH ST_CHANNEL DR
1,1427,A,ANAHEIM ST_ATLANTIC AV
1,1656,A,LONG BEACH BL_MARKET ST
4,1758,A,LONG BEACH BL_WILLOW ST
4,359,A,DEL AMO BL_CHERRY AV
4,940,A,TRAFFIC CIR_PACIFIC COAST HWY
4,748,A,ANAHEIM ST_REDONDO AV
4,1104,A,LONG BEACH BL_PACIFIC COAST HWY
5,2257,A,7TH ST_PARK AV
6,1520,A,7TH ST_BELLFLOWER BL
7,1410,A,PACIFIC COAST HWY_WALNUT AV
1,1805,C,PACIFIC COAST HWY_LONG BEACH BL
1,2030,C,REDONDO AV_ANAHEIM ST
2,1300,A,PARAMOUNT BL_SOUTH ST
3,1753,A,SANTA FE AV_WILLOW ST
5,1605,A,PACIFIC COAST HWY_HARBOR AV
5,1438,A,LONG BEACH BL_MARKET ST
6,1445,A,PACIFIC COAST HWY_ORANGE AV
7,2047,A,CARSON ST_CLARK AV
1,842,B,7TH ST_WALNUT AV
1,1530,A,PACIFIC COAST HWY_ATLANTIC AV
2,1221,A,BROADWAY_CHERRY AV
3,937,A,WARDLOW RD_LONG BEACH BL
3,827,A,PACIFIC COAST HWY_CEDAR AV
4,1740,A,LONG BEACH BL_SPRING ST
6,1807,A,PACIFIC COAST HWY_ATLANTIC AV
7,123,A,LONG BEACH BL_SPRING ST
7,1450,A,ANAHEIM ST_ATLANTIC AV
1,1920,A,DEL AMO BL_CHERRY AV
1,1730,-,SOUTH ST_DOWNEY AV
2,1233,C,LAKEWOOD BL_OUTER TRAFFIC CIR
2,1615,A,PACIFIC COAST HWY_LEMON AV
2,1813,A,PACIFIC COAST HWY_MAGNOLIA AV
3,1603,C,ATLANTIC AV_HARDING ST
3,410,A,WILLOW ST_ATLANTIC AV
4,2135,A,SANTA FE AV_WILLOW ST
4,1025,A,PACIFIC COAST HWY_CHERRY AV
4,1125,A,7TH ST_ATLANTIC AV
4,1511,A,PACIFIC COAST HWY_2ND ST
5,1210,B,ANAHEIM ST_ORANGE AV
5,1606,B,7TH ST_ORANGE AV
5,1649,-,7TH ST_PARK AV
6,1936,C,7TH ST_ORANGE AV
6,2044,C,SPRING ST_PALO VERDE AV
6,819,B,LONG BEACH BL_SPRING ST
6,1715,B,CHERRY AV_WARDLOW RD
7,2100,A,CHERRY AV_10TH ST
2,1645,A,PACIFIC COAST HWY_SANTA FE AV
2,1014,B,PACIFIC COAST HWY_WALNUT AV
3,1550,C,SPRING ST_PALO VERDE AV
3,1626,B,SOUTH ST_PARAMOUNT BL
3,1922,B,ATLANTIC AV_MARKET ST
3,1840,C,BELLFLOWER BL_ANAHEIM RD
5,530,A,PACIFIC COAST HWY_JUNIPERO AV
5,830,-,OCEAN BL_LINDEN AV
5,1352,-,LONG BEACH BL_20TH ST
5,725,A,ANAHEIM ST_MAGNOLIA AV
6,1036,A,DEL AMO BL_LONG BEACH BL
6,1521,A,BROADWAY_CHERRY
6,1522,A,ANAHEIM ST_TEMPLE AV
1,1100,B,PACIFIC AV_PACIFIC COAST HWY
1,1444,B,STUDEBAKER RD_WILLOW ST
1,1114,A,PARAMOUNT BL_SOUTH ST
1,1104,A,SANTA FE AV_WILLOW ST
1,1114,A,PARAMOUNT BL_SOUTH ST
2,833,B,SPRING ST_PALO VERDE AV
2,1720,-,STUDEBAKER RD_WILLOW ST
3,900,A,ORANGE AV_PACIFIC COAST HWY
3,1615,A,ANAHEIM ST_CHERRY AV
3,1620,A,7TH ST_CHERRY AV
3,1352,A,WILLOW ST_PACIFIC AV
4,1818,-,LONG BEACH BL_MARKET ST
4,1515,A,LONG BEACH BL_WILLOW ST
6,350,A,BELLFLOWER BL_STEARNS ST
1,855,A,SANTA FE AV_WILLOW ST
2,2155,A,BELLFLOWER BL_STEARNS ST
2,1803,A,PACIFIC COAST HWY_LEMON AV
3,1840,A,PACIFIC COAST HWY_2ND ST
3,905,A,PACIFIC COAST HWY_STUDEBAKER RD
4,1955,A,PALO VERDE AV_WOODRUFF AV
6,1854,A,WILLOW ST_EASY AV
1,1809,A,PACIFIC COAST HWY_PACIFIC AV
2,2105,A,BELLFLOWER BL_STEARNS ST
2,2040,A,PACIFIC COAST HWY_WALNUT AV
4,212,-,REDONDO AV_7TH ST
5,740,A,7TH ST_REDONDO AV
5,2338,A,PACIFIC COAST HWY_ANAHEIM ST
5,2030,-,PACIFIC COAST HWY_LONG BEACH BL
5,1630,A,7TH ST_TERMINO AV
5,1025,A,PACIFIC COAST HWY_ANAHEIM ST
6,505,B,BELLFLOWER BL_STEARNS ST
7,2254,A,PACIFIC COAST HWY_LONG BEACH BL
7,19,A,SOUTH ST_PARAMOUNT BL
7,1630,A,PACIFIC COAST HWY_STUDEBAKER RD
7,1320,A,ATLANTIC AV_WARDLOW RD
1,929,A,PACIFIC COAST HWY_STUDEBAKER RD
1,1906,A,LONG BEACH BL_PACIFIC COAST HWY
2,800,A,ANAHEIM ST_PACIFIC AV
2,1531,A,DEL AMO BL_LONG BEACH BL
4,1415,A,SPRING ST_PALO VERDE AV
6,2302,A,7TH ST_ATLANTIC AV
1,2159,A,REDONDO AV_7TH ST
1,1315,A,7TH ST_CHERRY AV
1,1117,A,CHERRY AV_PACIFIC COAST HWY
2,1406,A,LONG BEACH BL_MARKET ST
2,1707,A,SOUTH ST_PARAMOUNT BL
3,1702,A,7TH ST_ATLANTIC AV
3,1305,A,PACIFIC COAST HWY_TERMINO AV
3,1920,A,PACIFIC COAST HWY_PACIFIC AV
4,1505,A,LONG BEACH BL_SPRING ST
4,1447,C,LONG BEACH BL_ANAHEIM ST
5,1809,A,PACIFIC COAST HWY_LEMON AV
6,156,A,TRAFFIC CIR_PACIFIC COAST HWY
7,128,A,TRAFFIC CIR_PACIFIC COAST HWY
7,837,A,PACIFIC COAST HWY_HARBOR AV
1,2145,A,CHERRY AV_WARDLOW RD
1,2021,A,PACIFIC COAST HWY_WALNUT AV
1,1805,A,CARSON ST_CLARK AV
2,1620,A,ANAHEIM ST_CHERRY AV
2,1358,-,ANAHEIM ST_REDONDO AV
2,1940,A,LONG BEACH BL_SPRING ST
2,1538,A,PACIFIC COAST HWY_PINE AV
3,1830,A,LONG BEACH BL_WARDLOW RD
3,1342,A,PACIFIC COAST HWY_WALNUT AV
3,1612,A,WARDLOW RD_LONG BEACH BL
4,1600,B,ANAHEIM ST_OBISPO AV
5,1106,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
5,900,A,7TH ST_BELLFLOWER BL
5,1332,A,7TH ST_ATLANTIC AV
6,631,A,CHERRY AV_SOUTH ST
6,1051,B,SOUTH ST_DOWNEY AV
6,1601,A,PACIFIC COAST HWY_MAGNOLIA AV
7,254,A,6TH ST_ATLANTIC AV
7,1550,A,ANAHEIM ST_REDONDO AV
7,2113,A,6TH ST_ATLANTIC AV
1,1340,A,SOUTH ST_DOWNEY AV
2,1655,A,DEL AMO BL_LONG BEACH BL
2,1730,A,TRAFFIC CIR_PACIFIC COAST HWY
3,1339,A,7TH ST_ORANGE AV
4,1345,A,PALO VERDE AV_STEARNS ST
4,1650,A,ANAHEIM ST_PACIFIC AV
4,1230,A,PARAMOUNT BL_SOUTH ST
5,1800,A,LONG BEACH BL_PACIFIC COAST HWY
5,2309,A,ANAHEIM ST_MAGNOLIA AV
6,1952,A,7TH ST_ORANGE AV
6,944,C,REDONDO AV_7TH ST
6,1650,A,PACIFIC COAST HWY_2ND ST
6,218,A,PACIFIC AV_WILLOW ST
7,1430,A,7TH ST_REDONDO AV
7,1201,A,7TH ST_PACIFIC COAST HWY
1,1759,A,ANAHEIM ST_MAGNOLIA AV
2,1725,A,7TH ST_BELLFLOWER BL
2,847,A,PACIFIC COAST HWY_SANTA FE AV
2,1229,A,WILLOW ST_ATLANTIC AV
3,922,A,LAKEWOOD BL_SPRING ST
3,1511,A,DEL AMO BL_LONG BEACH BL
5,2151,A,ANAHEIM ST_PACIFIC AV
6,2030,-,PACIFIC COAST HWY_TERMINO AV
6,1728,-,PACIFIC COAST HWY_ORANGE AV
6,1627,-,7TH ST_PARK AV
1,1604,A,WARDLOW RD_PACIFIC PL
2,1630,A,PALO VERDE AV_STEARNS ST
3,1259,A,7TH ST_CHANNEL DR
3,1312,-,SPRING ST_PALO VERDE AV
3,1217,A,PALO VERDE AV_WOODRUFF AV
3,1249,A,ANAHEIM ST_LONG BEACH BL
3,1409,A,PACIFIC COAST HWY_SANTA FE AV
4,1641,-,7TH ST_OBISPO AV
4,850,B,ANAHEIM ST_LONG BEACH BL
5,2145,A,BROADWAY_CHERRY AV
6,1522,A,SANTA FE AV_WILLOW ST
6,1507,A,LAKEWOOD BL_WILLOW ST
6,558,A,PACIFIC COAST HWY_CEDAR AV
6,1139,A,PACIFIC COAST HWY_SANTA FE AV
7,2030,A,LONG BEACH BL_10TH ST
1,320,A,PACIFIC COAST HWY_CHERRY AV
1,1330,A,PACIFIC AV_PACIFIC COAST HWY
1,1828,-,REDONDO AV_7TH ST
2,1456,A,PACIFIC COAST HWY_LEMON AV
2,2120,A,REDONDO AV_7TH ST
2,1521,A,WARDLOW RD_PACIFIC PL
6,1316,-,LONG BEACH BL_20TH ST
7,1813,A,CHERRY AV_PACIFIC COAST HWY
7,1308,A,7TH ST_PACIFIC COAST HWY
7,1224,-,LAKEWOOD BL_WILLOW ST
1,2344,A,2ND ST_MARINA DR
1,1445,A,WILLOW ST_PACIFIC AV
3,1132,A,ANAHEIM ST_REDONDO AV
3,1421,A,ANAHEIM ST_ORANGE AV
3,728,A,PACIFIC COAST HWY_PINE AV
3,1604,A,LAKEWOOD BL_OUTER TRAFFIC CIR
4,924,A,PACIFIC COAST HWY_CEDAR AV
6,1555,A,PACIFIC COAST HWY_PACIFIC AV
7,1930,A,DEL AMO BL_CHERRY AV
7,1115,A,ATLANTIC AV_WARDLOW RD
7,1039,A,PACIFIC COAST HWY_CEDAR AV
2,1700,A,LONG BEACH BL_WARDLOW RD
3,2030,A,STUDEBAKER RD_WILLOW ST
3,1700,A,PACIFIC COAST HWY_2ND ST
5,1324,A,ATLANTIC AV_HARDING ST
1,550,B,7TH ST_BELLFLOWER BL
4,1934,-,LAKEWOOD BL_SPRING ST
4,1435,A,CARSON ST_CLARK AV
4,1552,A,PACIFIC COAST HWY_LONG BEACH BL
4,1226,A,PACIFIC COAST HWY_ANAHEIM ST
6,40,B,PACIFIC COAST HWY_ATLANTIC AV
6,1125,A,LONG BEACH BL_PACIFIC COAST HWY
6,2035,A,WILLOW ST_PACIFIC AV
6,1335,A,7TH ST_REDONDO AV
7,232,A,ANAHEIM ST_ALAMITOS AV
3,1950,A,PACIFIC COAST HWY_7TH ST
3,1031,A,SOUTH ST_PARAMOUNT BL
3,1220,A,PACIFIC COAST HWY_LEMON AV
4,1635,A,PACIFIC COAST HWY_ATLANTIC AV
5,1727,A,LONG BEACH BL_MARKET ST
5,110,A,PACIFIC COAST HWY_PINE AV
5,1030,A,LAKEWOOD BL_OUTER TRAFFIC CIR
6,325,A,7TH ST_XIMENO AV
7,1341,A,CHERRY AV_10TH ST
7,2140,A,PACIFIC COAST HWY_LONG BEACH BL
1,1733,A,CHERRY AV_SOUTH ST
2,805,A,DEL AMO BL_LONG BEACH BL
2,1330,A,2ND ST_MARINA DR
2,1745,A,PACIFIC COAST HWY_SANTA FE AV
3,1330,A,LONG BEACH BL_20TH ST
4,2018,A,OCEAN BL_LINDEN AV
4,1406,A,LONG BEACH BL_WARDLOW RD
4,20,A,OCEAN BL_PINE AV
4,947,A,ANAHEIM ST_REDONDO AV
4,1110,A,PACIFIC COAST HWY_CHERRY AV
4,745,A,7TH ST_PACIFIC COAST HWY
5,1618,A,DEL AMO BL_LONG BEACH BL
5,1807,A,ANAHEIM ST_PACIFIC AV
6,2040,A,PACIFIC COAST HWY_ANAHEIM ST
7,1010,A,7TH ST_WALNUT AV
7,1635,A,PACIFIC COAST HWY_ATLANTIC AV
1,1949,-,LONG BEACH BL_SPRING ST
1,1725,A,PACIFIC AV_PACIFIC COAST HWY
1,1705,A,BROADWAY_CHERRY AV
2,1428,A,OCEAN BL_MAGNOLIA AV
2,1206,A,7TH ST_PARK AV
3,40,A,CARSON ST_CLARK AV
3,2144,A,LONG BEACH BL_WARDLOW RD
4,2242,B,REDONDO AV_ANAHEIM ST
5,1126,A,ATLANTIC AV_WARDLOW RD
5,1145,A,ATLANTIC AV_SPRING ST
5,1245,A,LAKEWOOD BL_OUTER TRAFFIC CIR
6,130,A,WARDLOW RD_PACIFIC PL
6,1918,A,7TH ST_ORANGE AV
6,2145,A,7TH ST_PARK AV
7,2025,A,DEL AMO BL_CHERRY AV
1,2136,A,ANAHEIM ST_ALAMITOS AV
1,1338,A,WILLOW ST_PACIFIC AV
1,1040,-,PACIFIC COAST HWY_MAGNOLIA AV
3,729,A,7TH ST_REDONDO AV
3,442,A,PACIFIC AV_PACIFIC COAST HWY
3,1710,A,PACIFIC COAST HWY_LEMON AV
3,642,A,PACIFIC COAST HWY_ORANGE AV
4,2222,A,LONG BEACH BL_20TH ST
4,1725,A,WILLOW ST_PACIFIC AV
5,1600,A,WILLOW ST_PACIFIC AV
5,1500,A,ORANGE AV_PACIFIC COAST HWY
7,2150,A,PACIFIC COAST HWY_MAGNOLIA AV
1,1413,A,ANAHEIM ST_ORANGE AV
1,1155,B,STUDEBAKER RD_WILLOW ST
1,1639,A,OCEAN BL_PINE AV
2,1710,A,OCEAN BL_PINE AV
2,1549,A,LONG BEACH BL_PACIFIC COAST HWY
3,1330,A,BROADWAY_CHERRY AV
5,1653,A,PALO VERDE AV_STEARNS ST
6,2141,A,ANAHEIM ST_TEMPLE AV
7,1828,A,PARAMOUNT BL_SOUTH ST
7,1418,A,LONG BEACH BL_WARDLOW RD
7,1322,A,7TH ST_CHANNEL DR
1,2044,A,7TH ST_CHERRY AV
2,1721,A,PACIFIC COAST HWY_ANAHEIM ST
3,1557,A,7TH ST_BELLFLOWER BL
5,2214,A,LONG BEACH BL_WARDLOW RD
5,1743,A,PACIFIC COAST HWY_LEMON AV
6,156,A,7TH ST_TERMINO AV
6,1938,A,7TH ST_LONG BEACH BL
6,2130,A,PACIFIC COAST HWY_2ND ST
7,200,A,PACIFIC COAST HWY_STUDEBAKER RD
1,1735,A,7TH ST_REDONDO AV
2,1050,A,PALO VERDE AV_STEARNS ST
2,630,-,PACIFIC COAST HWY_SANTA FE AV
3,1200,A,PACIFIC COAST HWY_PACIFIC AV
4,1600,A,LONG BEACH BL_SPRING ST
5,1502,A,LONG BEACH BL_MARKET ST
6,1320,A,PACIFIC COAST HWY_CHERRY AV
7,1219,A,SOUTH ST_DOWNEY AV
1,1727,A,PACIFIC COAST HWY_LEMON AV
2,840,A,7TH ST_ORANGE AV
2,700,A,SOUTH ST_PARAMOUNT BL
2,1640,-,LONG BEACH BL_WILLOW ST
2,1720,A,7TH ST_ORANGE AV
2,1115,A,ORANGE AV_PACIFIC COAST HWY
4,1755,A,6TH ST_ATLANTIC AV
4,1615,A,LONG BEACH BL_WARDLOW RD
5,1147,A,DEL AMO BL_CHERRY AV
7,2202,-,LONG BEACH BL_PACIFIC COAST HWY
1,2342,A,7TH ST_PARK AV
2,2015,A,CHERRY AV_10TH ST
2,1156,A,OCEAN BL_PINE AV
2,1250,A,PACIFIC COAST HWY_MAGNOLIA AV
4,1647,A,PACIFIC COAST HWY_PINE AV
5,1826,A,PACIFIC COAST HWY_2ND ST
7,2324,A,PACIFIC COAST HWY_CHERRY AV
7,1204,A,CHERRY AV_SOUTH ST
7,6,A,BELLFLOWER BL_STEARNS ST
7,1620,A,SOUTH ST_PARAMOUNT BL
7,1500,A,STUDEBAKER RD_WILLOW ST
1,1220,A,7TH ST_LONG BEACH BL
1,1305,A,PACIFIC COAST HWY_LONG BEACH BL
4,1652,A,PACIFIC COAST HWY_OBISPO AV
4,1533,A,SANTA FE AV_WILLOW ST
4,1449,A,BELLFLOWER BL_ANAHEIM RD
5,1715,A,TRAFFIC CIR_PACIFIC COAST HWY
7,10,A,7TH ST_CHANNEL DR
7,1755,A,ATLANTIC AV_MARKET ST
1,2035,A,WARDLOW RD_PACIFIC PL
1,920,A,ANAHEIM ST_ATLANTIC AV
2,707,A,ANAHEIM ST_ALAMITOS AV
5,1610,A,ATLANTIC AV_MARKET ST
5,1155,-,PACIFIC COAST HWY_LONG BEACH BL
5,1730,A,CARSON ST_CLARK AV
5,1310,A,6TH ST_ATLANTIC AV
6,2154,A,CARSON ST_CLARK AV
1,1941,A,PALO VERDE AV_WOODRUFF AV
1,1335,A,PACIFIC COAST HWY_7TH ST
1,2048,A,PALO VERDE AV_WOODRUFF AV
1,2010,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
1,1700,A,DEL AMO BL_LONG BEACH BL
2,1820,A,SOUTH ST_DOWNEY AV
2,1459,A,ANAHEIM ST_ORANGE AV
3,1732,A,WARDLOW RD_LONG BEACH BL
4,1300,A,ANAHEIM ST_CHERRY AV
4,1519,A,7TH ST_ORANGE AV
